item,itemLabel,lat,lon,location,distance,sitelinks,thingLabel
http://www.wikidata.org/entity/Q111063148,OYO 62331 GN Collection O,12.981431,77.537708,Point(77.537708 12.981431),1.639,0,hotel
http://www.wikidata.org/entity/Q84014057,G.B. College of Nursing,12.9821391,77.537563,Point(77.537563 12.9821391),1.647,0,college
http://www.wikidata.org/entity/Q85094233,Om Prabha First Grade College Womens College,12.9793638,77.5380208,Point(77.5380208 12.9793638),1.648,0,college
http://www.wikidata.org/entity/Q85094235,Om Prabha First Grade Evening College,12.9793638,77.5380208,Point(77.5380208 12.9793638),1.648,0,college
http://www.wikidata.org/entity/Q806463,Bengaluru Urban district,12.970213888889,77.560288888889,Point(77.560288888 12.970213888),1.653,33,district of India
http://www.wikidata.org/entity/Q87763738,COVID-19 pandemic in Karnataka,12.970213888889,77.560288888889,Point(77.560288888 12.970213888),1.653,10,disease outbreak
http://www.wikidata.org/entity/Q85094666,Vasavi Jnana Peeta First Grade College,12.9736296,77.5408615,Point(77.5408615 12.9736296),1.664,0,college
http://www.wikidata.org/entity/Q84998708,Mariyappa Evening College,12.998542,77.5536493,Point(77.5536493 12.998542),1.717,0,college
http://www.wikidata.org/entity/Q84014232,Nightingale College of Nursing,12.9715207,77.5634564,Point(77.5634564 12.9715207),1.737,0,college
http://www.wikidata.org/entity/Q111063568,OYO 19559 Pavithra Paradise,12.9881775,77.5375516,Point(77.5375516 12.9881775),1.738,0,hotel
http://www.wikidata.org/entity/Q111063490,OYO 74309 Crossroad Heights,12.980456141445,77.536771986633,Point(77.536771986 12.980456141),1.754,0,hotel
http://www.wikidata.org/entity/Q111063677,OYO 35680 Sri Sai Residency,12.980350124503,77.536745667458,Point(77.536745667 12.980350124),1.759,0,hotel
http://www.wikidata.org/entity/Q111063529,OYO 16557 Sri Krishna International,12.988658,77.53744,Point(77.53744 12.988658),1.767,0,hotel
http://www.wikidata.org/entity/Q17068244,Kuvempu Road metro station,12.9985024,77.5569474,Point(77.5569474 12.9985024),1.769,1,metro station
http://www.wikidata.org/entity/Q17068244,Kuvempu Road metro station,12.9985024,77.5569474,Point(77.5569474 12.9985024),1.769,1,elevated station
http://www.wikidata.org/entity/Q3633970,Krantivira Sangolli Rayanna railway station,12.977595,77.568083,Point(77.568083 12.977595),1.774,14,railway station
http://www.wikidata.org/entity/Q3633970,Krantivira Sangolli Rayanna railway station,12.977595,77.568083,Point(77.568083 12.977595),1.774,14,station located on surface
http://www.wikidata.org/entity/Q84014333,Sarvodaya College of Nursing,12.9800698,77.536637,Point(77.536637 12.9800698),1.777,0,college
http://www.wikidata.org/entity/Q43896982,GVK Emergency Management and Research Institute,12.982672,77.535991,Point(77.535991 12.982672),1.814,1,nonprofit organization
http://www.wikidata.org/entity/Q4882003,Belavanaki,12.9779204,77.5687766,Point(77.5687766 12.9779204),1.833,3,village in India
http://www.wikidata.org/entity/Q84014078,Government Unani Medical College,12.982872,77.5355061,Point(77.5355061 12.982872),1.866,0,college
http://www.wikidata.org/entity/Q84014076,Government Homoeopathic Medical College,12.9831448,77.5353794,Point(77.5353794 12.9831448),1.88,0,college
http://www.wikidata.org/entity/Q104843629,Binnypet,12.967,77.558,Point(77.558 12.967),1.882,2,former constituency of the Karnataka Legislative Assembly
http://www.wikidata.org/entity/Q17100145,Srirampura metro station,12.9965259,77.5633565,Point(77.5633565 12.9965259),1.883,1,metro station
http://www.wikidata.org/entity/Q17100145,Srirampura metro station,12.9965259,77.5633565,Point(77.5633565 12.9965259),1.883,1,elevated station
http://www.wikidata.org/entity/Q111063139,OYO 19934 Hotel Golden Arch,12.972593,77.538737,Point(77.538737 12.972593),1.916,0,hotel
http://www.wikidata.org/entity/Q17085511,Rajajinagar metro station,13.0003455,77.5497483,Point(77.5497483 13.0003455),1.941,1,metro station
http://www.wikidata.org/entity/Q17085511,Rajajinagar metro station,13.0003455,77.5497483,Point(77.5497483 13.0003455),1.941,1,elevated station
http://www.wikidata.org/entity/Q83513040,Kamala College of Management Studies,12.9727316,77.5677063,Point(77.5677063 12.9727316),1.992,0,college
http://www.wikidata.org/entity/Q84014070,"Government Ayurvedic Medical College, Bangalore",12.9796463,77.5708326,Point(77.5708326 12.9796463),1.999,0,college
http://www.wikidata.org/entity/Q111063077,SPOT ON 38819 Sri Sai Comforts,12.980307979056,77.571104764938,Point(77.571104764 12.980307979),2.015,0,hotel
http://www.wikidata.org/entity/Q111332052,The Bell Hotel and Convention Center,12.976553,77.570122,Point(77.570122 12.976553),2.021,0,hotel
http://www.wikidata.org/entity/Q111063092,OYO 10884 Pavana Residency,12.976881,77.570693,Point(77.570693 12.976881),2.067,0,hotel
http://www.wikidata.org/entity/Q85093574,Amith First Grade Evening College,13.0005487,77.5456891,Point(77.5456891 13.0005487),2.082,0,college
http://www.wikidata.org/entity/Q85093571,Amitha B.Ed. College,13.0005487,77.5456891,Point(77.5456891 13.0005487),2.082,0,college
http://www.wikidata.org/entity/Q111063347,OYO 47145 Hotel City Centaur International,12.974926371418,77.57036883384,Point(77.570368833 12.974926371),2.118,0,hotel
http://www.wikidata.org/entity/Q52843677,"Sri Kalabyraveshwara Swamy Ayurvedic Medical College, Hospital and Research Center",12.966254,77.543632,Point(77.543632 12.966254),2.12,0,hospital
http://www.wikidata.org/entity/Q52843677,"Sri Kalabyraveshwara Swamy Ayurvedic Medical College, Hospital and Research Center",12.966254,77.543632,Point(77.543632 12.966254),2.12,0,medical organization
http://www.wikidata.org/entity/Q17088462,Sampige Road metro station,12.9905455,77.570805,Point(77.570805 12.9905455),2.125,2,metro station
http://www.wikidata.org/entity/Q17088462,Sampige Road metro station,12.9905455,77.570805,Point(77.570805 12.9905455),2.125,2,elevated station
http://www.wikidata.org/entity/Q111063199,OYO 6790 Hotel subha Residency,12.974011,77.570021,Point(77.570021 12.974011),2.13,0,hotel
http://www.wikidata.org/entity/Q39046429,Vijayanagar metro station,12.9709156,77.5374015,Point(77.5374015 12.9709156),2.145,1,metro station
http://www.wikidata.org/entity/Q39046429,Vijayanagar metro station,12.9709156,77.5374015,Point(77.5374015 12.9709156),2.145,1,elevated station
http://www.wikidata.org/entity/Q111063127,SPOT ON 41554 Hotel Sri Thirumala Paradise,12.972500328916,77.569266613573,Point(77.569266613 12.972500328),2.146,0,hotel
http://www.wikidata.org/entity/Q6752215,Mantri Square,12.9916,77.5708,Point(77.5708 12.9916),2.173,3,shopping center
http://www.wikidata.org/entity/Q111063039,Capital O 13184 Savi International,12.99013,77.572314,Point(77.572314 12.99013),2.26,0,hotel
http://www.wikidata.org/entity/Q33121638,Directorate General of Commercial Intelligence and Statistics,13.00292,77.547913,Point(77.547913 13.00292),2.261,0,government agency
http://www.wikidata.org/entity/Q84999095,"SJRC Arts, Science and Commerce College",12.9817321,77.5735788,Point(77.5735788 12.9817321),2.264,0,college
http://www.wikidata.org/entity/Q15235446,Kempegowda Bus Station,12.97679167,77.57259722,Point(77.57259722 12.97679167),2.265,4,bus station
http://www.wikidata.org/entity/Q15235446,Kempegowda Bus Station,12.97679167,77.57259722,Point(77.57259722 12.97679167),2.265,4,station located on surface
http://www.wikidata.org/entity/Q111063095,OYO Flagship 30678 S K Residency,12.996565,77.568622,Point(77.568622 12.996565),2.28,0,hotel
http://www.wikidata.org/entity/Q111063381,OYO 71538 Royal Residency,12.971783179276,77.570327427238,Point(77.570327427 12.971783179),2.286,0,hotel
http://www.wikidata.org/entity/Q111063701,Collection O 150 1st Cross Road Cottonpet,12.971776,77.570451,Point(77.570451 12.971776),2.298,0,hotel
http://www.wikidata.org/entity/Q63356763,Malleswaram railway station,13.001289,77.563207,Point(77.563207 13.001289),2.316,0,railway station
http://www.wikidata.org/entity/Q111063377,OYO Flagship 16105 Majestic,12.97106,77.57015,Point(77.57015 12.97106),2.316,0,hotel
http://www.wikidata.org/entity/Q30269848,Diacon Hospital,13.003812,77.549839,Point(77.549839 13.003812),2.321,0,hospital
http://www.wikidata.org/entity/Q30269848,Diacon Hospital,13.003812,77.549839,Point(77.549839 13.003812),2.321,0,medical organization
http://www.wikidata.org/entity/Q111063447,OYO 9016 Charu Comforts,12.9710437,77.5701968,Point(77.5701968 12.9710437),2.321,0,hotel
http://www.wikidata.org/entity/Q111063762,SPOT ON 39787 Radha Krishna Deluxe Lodge,12.97175,77.570778,Point(77.570778 12.97175),2.329,0,hotel
http://www.wikidata.org/entity/Q6737727,Majestic metro station,12.9756893,77.5728703,Point(77.5728703 12.9756893),2.334,3,metro station
http://www.wikidata.org/entity/Q85093616,Basaveshwara Degree College,12.9703098,77.5355507,Point(77.5355507 12.9703098),2.345,0,college
http://www.wikidata.org/entity/Q111063110,OYO Flagship 65625 Sai Star Deluxe Hotel,12.9707537,77.5702667,Point(77.5702667 12.9707537),2.346,0,hotel
http://www.wikidata.org/entity/Q28408211,KMWA Vidya Niketan Composite PU College,13.00311111,77.54538889,Point(77.54538889 13.00311111),2.36,0,school
http://www.wikidata.org/entity/Q806457,Bangalore division,12.9667,77.5667,Point(77.5667 12.9667),2.372,7,division of Karnataka
http://www.wikidata.org/entity/Q7285659,Rajajinagar,12.97,77.57,Point(77.57 12.97),2.373,4,human settlement
http://www.wikidata.org/entity/Q24932099,K.R. Puram Vidhan Sabha constituency,12.966666666667,77.566666666667,Point(77.566666666 12.966666666),2.373,5,constituency of the Karnataka Legislative Assembly
http://www.wikidata.org/entity/Q111063434,SPOT ON 67398 Hotel Shree Pawan Paradise,12.970226844136,77.570192143321,Point(77.570192143 12.970226844),2.374,0,hotel
http://www.wikidata.org/entity/Q84014388,Sri Kalabyreshwara Ayurvedic Medical College,12.9648319,77.5414006,Point(77.5414006 12.9648319),2.376,0,college
http://www.wikidata.org/entity/Q112003311,Regenta Inn Ayra Seshadripuram,12.98973,77.57363,Point(77.57363 12.98973),2.38,0,hotel
http://www.wikidata.org/entity/Q111063073,OYO Flagship 1097 Hotel Sky Land,12.9940778,77.5716762,Point(77.5716762 12.9940778),2.387,0,hotel
http://www.wikidata.org/entity/Q84999074,Sheshadripuram Evening College,12.9886814,77.5740555,Point(77.5740555 12.9886814),2.392,0,college
http://www.wikidata.org/entity/Q111063281,SPOT ON 63243 Sri Comforts Deluxe Lodge,12.978399,77.5743,Point(77.5743 12.978399),2.396,0,hotel
http://www.wikidata.org/entity/Q84014401,Sri Ramakrishna College of Nursing,13.0006648,77.5398241,Point(77.5398241 13.0006648),2.399,0,college
http://www.wikidata.org/entity/Q111861993,Citrine Hotel,12.98631,77.57469,Point(77.57469 12.98631),2.405,0,hotel
http://www.wikidata.org/entity/Q111861998,JP Cordial,12.980664,77.57481,Point(77.57481 12.980664),2.408,0,hotel
http://www.wikidata.org/entity/Q3536951,Malleswaram,12.98,77.575,Point(77.575 12.98),2.438,5,suburb
http://www.wikidata.org/entity/Q3536951,Malleswaram,13.0031,77.5643,Point(77.575 12.98),2.438,5,suburb
http://www.wikidata.org/entity/Q5136638,"Cluny Convent High School, Malleswaram",13.00291667,77.56275,Point(77.56275 13.00291667),2.453,0,high school
http://www.wikidata.org/entity/Q85093647,Darshan First Grade Evening College,12.9795121,77.5302772,Point(77.5302772 12.9795121),2.466,0,college
http://www.wikidata.org/entity/Q111063346,Collection O 30004 Malleswaram,12.99421,77.57252,Point(77.57252 12.99421),2.473,0,hotel
http://www.wikidata.org/entity/Q85093969,"Kaveri First Grade College, Anekal",12.9665649,77.5374752,Point(77.5374752 12.9665649),2.475,0,college
http://www.wikidata.org/entity/Q85094591,Sri Gandhadh Kavalu First Grade College,12.9665649,77.5374752,Point(77.5374752 12.9665649),2.475,0,college
http://www.wikidata.org/entity/Q84999251,Yadava Degree College,12.9869245,77.575425,Point(77.575425 12.9869245),2.495,0,college
http://www.wikidata.org/entity/Q111063152,OYO 3974 Hotel BCP Suites,12.9797666,77.5755446,Point(77.5755446 12.9797666),2.5,0,hotel
http://www.wikidata.org/entity/Q111063426,SPOT ON 72596 Royal Regency,12.978344777382,77.575342655182,Point(77.575342655 12.978344777),2.507,0,hotel
http://www.wikidata.org/entity/Q111063735,OYO 16475 Sai Vishram,12.980464,77.575739,Point(77.575739 12.980464),2.511,0,hotel
http://www.wikidata.org/entity/Q83513193,Ramanashree Academy of Management,12.9695803,77.5340225,Point(77.5340225 12.9695803),2.526,0,college
http://www.wikidata.org/entity/Q111402706,"Fortune Park JP Celestial - Member ITC Hotel Group, Bengaluru",12.9809,77.57602,Point(77.57602 12.9809),2.536,0,hotel
http://www.wikidata.org/entity/Q111063278,Collection O 81817 Snt Comforts,12.974244087966,77.57433942965,Point(77.574339429 12.974244087),2.541,0,hotel
http://www.wikidata.org/entity/Q111063108,SPOT ON 48699 Hotel PawanSree Deluxe Lodge,12.97728100245,77.575439885259,Point(77.575439885 12.977281002),2.545,0,hotel
http://www.wikidata.org/entity/Q84014435,St. Theresas College of Nursing,13.0059275,77.5504108,Point(77.5504108 13.0059275),2.547,0,college
http://www.wikidata.org/entity/Q3536951,Malleswaram,13.0031,77.5643,Point(77.5643 13.0031),2.55,5,suburb
http://www.wikidata.org/entity/Q3536951,Malleswaram,12.98,77.575,Point(77.5643 13.0031),2.55,5,suburb
http://www.wikidata.org/entity/Q111063258,OYO 84161 S B Comforts,12.960509773667,77.557552400976,Point(77.5575524 12.960509773),2.569,0,hotel
http://www.wikidata.org/entity/Q111402697,Renaissance Bengaluru Race Course Hotel,12.98442,77.57668,Point(77.57668 12.98442),2.599,0,hotel
http://www.wikidata.org/entity/Q111063337,SPOT ON 46978 Saroja Palace Delux Lodge,12.979189978605,77.576485276222,Point(77.576485276 12.979189978),2.611,0,hotel
http://www.wikidata.org/entity/Q111063542,SPOT ON 85094 National Deluxe Lodge,12.973986523335,77.574970331043,Point(77.574970331 12.973986523),2.615,0,hotel
http://www.wikidata.org/entity/Q111063741,Capital O 28398 Mysore Gate,12.959861,77.556639,Point(77.556639 12.959861),2.622,0,hotel
http://www.wikidata.org/entity/Q112003313,Zion A Luxurious Hotel Bangalore,12.979588,77.577,Point(77.577 12.979588),2.659,0,hotel
http://www.wikidata.org/entity/Q111063478,SPOT ON 46264 M K Grande,12.966111,77.570028,Point(77.570028 12.966111),2.663,0,hotel
http://www.wikidata.org/entity/Q84014127,Kamala Krishna Royale Nursing College,12.9695897,77.5732792,Point(77.5732792 12.9695897),2.688,0,college
http://www.wikidata.org/entity/Q55435079,Chamrajpet Vidhan Sabha constituency,12.96,77.56,Point(77.56 12.96),2.69,4,constituency of the Karnataka Legislative Assembly
http://www.wikidata.org/entity/Q111117632,goSTOPS Bengaluru,12.9774459,77.5769327,Point(77.5769327 12.9774459),2.697,0,hostel
http://www.wikidata.org/entity/Q111063130,Townhouse OAK Hotel U T Elite,12.977060960577,77.576874364167,Point(77.576874364 12.97706096),2.702,0,hotel
http://www.wikidata.org/entity/Q6948702,MES Kishora Kendra School,13.00469,77.56424,Point(77.56424 13.00469),2.702,2,school
http://www.wikidata.org/entity/Q111063816,OYO 73860 Sai Ram Residency,12.997283,77.573189,Point(77.573189 12.997283),2.718,0,hotel
http://www.wikidata.org/entity/Q111063474,OYO 9251 NAR Comforts,12.971304207112,77.57490394637,Point(77.574903946 12.971304207),2.739,0,hotel
http://www.wikidata.org/entity/Q55435324,Gandhi Nagar Vidhan Sabha constituency,12.982,77.578,Point(77.578 12.982),2.741,4,constituency of the Karnataka Legislative Assembly
http://www.wikidata.org/entity/Q84999234,"Vivekananda Degree College, Rajajinagar",13.0077831,77.5534249,Point(77.5534249 13.0077831),2.742,0,college
http://www.wikidata.org/entity/Q7126170,Palace Guttahalli,12.99563056,77.57485,Point(77.57485 12.99563056),2.77,1,human settlement
http://www.wikidata.org/entity/Q84999194,St. Teresas Degree College For Women,12.9621077,77.5665032,Point(77.5665032 12.9621077),2.773,0,college
http://www.wikidata.org/entity/Q111063700,SPOT ON 75643 Golden Guest House,12.970717090208,77.574957925826,Point(77.574957925 12.97071709),2.776,0,hotel
http://www.wikidata.org/entity/Q111861995,Vividus,12.9846679,77.578344,Point(77.578344 12.9846679),2.78,0,hotel
http://www.wikidata.org/entity/Q111063404,OYO 25036 Suraksha Residency,12.9793308,77.5783984,Point(77.5783984 12.9793308),2.813,0,hotel
http://www.wikidata.org/entity/Q17070948,Mahalakshmi metro station,13.0083374,77.5488344,Point(77.5488344 13.0083374),2.834,2,metro station
http://www.wikidata.org/entity/Q17070948,Mahalakshmi metro station,13.0083374,77.5488344,Point(77.5488344 13.0083374),2.834,2,elevated station
http://www.wikidata.org/entity/Q111063104,OYO 3778 Hotel Pulkeshi,12.97869,77.578543,Point(77.578543 12.97869),2.84,0,hotel
http://www.wikidata.org/entity/Q111063559,OYO Flagship 10332 Sai Orchid,12.986937,77.578698,Point(77.578698 12.986937),2.845,0,hotel
http://www.wikidata.org/entity/Q55435076,Govindraj Nagar Vidhan Sabha constituency,12.972,77.529,Point(77.529 12.972),2.853,4,constituency of the Karnataka Legislative Assembly
http://www.wikidata.org/entity/Q6372843,Karnataka Chitrakala Parishath,12.9891667,77.5783669,Point(77.5783669 12.9891667),2.858,4,museum
http://www.wikidata.org/entity/Q6372843,Karnataka Chitrakala Parishath,12.9891667,77.5783669,Point(77.5783669 12.9891667),2.858,4,college
http://www.wikidata.org/entity/Q55435080,Chickpet Vidhan Sabha constituency,12.971,77.576,Point(77.576 12.971),2.859,4,constituency of the Karnataka Legislative Assembly
http://www.wikidata.org/entity/Q55435077,Vijay Nagar Vidhan Sabha constituency,12.97,77.53,Point(77.53 12.97),2.863,3,constituency of the Karnataka Legislative Assembly
http://www.wikidata.org/entity/Q28180254,"St. Joseph's High School, Briand Square,Bangalore",12.961791,77.5678915,Point(77.5678915 12.961791),2.886,1,high school
http://www.wikidata.org/entity/Q111063038,OYO 435 Hotel Amshi International,12.978683,77.579054,Point(77.579054 12.978683),2.895,0,hotel
http://www.wikidata.org/entity/Q84014484,Vivekananda College of Pharmacy,13.0092373,77.5524869,Point(77.5524869 13.0092373),2.903,0,college
http://www.wikidata.org/entity/Q111402696,Goldfinch Hotel Bangalore,12.985427,77.57947,Point(77.57947 12.985427),2.908,0,hotel
http://www.wikidata.org/entity/Q85093902,"Dr. Ambedekar College of Education, Mahalakshimpuram",13.0023621,77.5345281,Point(77.5345281 13.0023621),2.909,0,college
http://www.wikidata.org/entity/Q7929281,"Vijayanagar, Bangalore",12.96,77.54,Point(77.54 12.96),2.918,2,human settlement
http://www.wikidata.org/entity/Q84998733,MLA Academy of Higher Learning,13.0047621,77.5679824,Point(77.5679824 13.0047621),2.918,0,college
http://www.wikidata.org/entity/Q84998705,Malleshwaram Ladies Association FGC,13.004632,77.5681813,Point(77.5681813 13.004632),2.919,0,college
http://www.wikidata.org/entity/Q84014071,"Government  College of Nursing, Bangalore",12.9631859,77.5703222,Point(77.5703222 12.9631859),2.924,0,college
http://www.wikidata.org/entity/Q84014084,Heardtland College of Nursing,12.9631326,77.5702977,Point(77.5702977 12.9631326),2.927,0,college
http://www.wikidata.org/entity/Q84014296,R L Abhishek Rao College of Nursing,12.9631326,77.5702977,Point(77.5702977 12.9631326),2.927,0,college
http://www.wikidata.org/entity/Q4500903,"ISKCON Temple, Bengaluru",13.009444444444,77.550833333333,Point(77.550833333 13.009444444),2.933,7,architectural structure
http://www.wikidata.org/entity/Q5096366,Chickpet,12.97186,77.57721,Point(77.57721 12.97186),2.934,3,human settlement
http://www.wikidata.org/entity/Q111063247,OYO 1161 Hotel Golden Residency,12.9780788,77.5793767,Point(77.5793767 12.9780788),2.941,0,hotel
http://www.wikidata.org/entity/Q111063660,Capital O 797 Adarsh Inn,12.9759078,77.578952,Point(77.578952 12.9759078),2.952,0,hotel
http://www.wikidata.org/entity/Q20861592,Chickpete metro station,12.9675484,77.5747975,Point(77.5747975 12.9675484),2.953,3,metro station
http://www.wikidata.org/entity/Q20861592,Chickpete metro station,12.9675484,77.5747975,Point(77.5747975 12.9675484),2.953,3,underground station
http://www.wikidata.org/entity/Q112003315,Vanusa Residency,12.97688,77.57924,Point(77.57924 12.97688),2.955,0,hotel
http://www.wikidata.org/entity/Q64343188,Taj West End Bangalore,12.98,77.58,Point(77.58 12.98),2.975,2,hotel
http://www.wikidata.org/entity/Q64343188,Taj West End Bangalore,12.98412,77.58452,Point(77.58 12.98),2.975,2,hotel
http://www.wikidata.org/entity/Q83512796,Anupama College of Education,13.0067056,77.5396717,Point(77.5396717 13.0067056),2.979,0,college
http://www.wikidata.org/entity/Q28154018,Sri Gangamma Devi Temple,13.0044484,77.5694959,Point(77.5694959 13.0044484),2.986,3,Hindu temple
http://www.wikidata.org/entity/Q60771806,"Gandhi Bhavan, Bengaluru",12.988117,77.579826,Point(77.579826 12.988117),2.988,4,architectural structure
http://www.wikidata.org/entity/Q111063549,SPOT ON 83062 Vasavi Residency,12.965215365595,77.57382536307,Point(77.573825363 12.965215365),3.032,0,hotel
http://www.wikidata.org/entity/Q84999008,"Osteen College, Chamarajpet",12.9570097,77.5612522,Point(77.5612522 12.9570097),3.048,0,college
http://www.wikidata.org/entity/Q84998317,B.S.V Degree College,12.9578926,77.5637534,Point(77.5637534 12.9578926),3.05,0,college
http://www.wikidata.org/entity/Q84014111,Institute of Nephro-urology Bangalore,12.961924,77.5706782,Point(77.5706782 12.961924),3.056,0,college
http://www.wikidata.org/entity/Q15233128,"Kamala Nagar, Bangalore",12.99318333,77.52631111,Point(77.52631111 12.99318333),3.073,1,human settlement
