ao_link,lat,lon,itemLabel,description
https://www.atlasobscura.com/places/cappadocia,38.417445,34.138185,Cappadocia,"In this historic region, homes and churches are carved into ancient volcanic rock formations."
https://www.atlasobscura.com/places/basilica-cisterns-istanbul,41.008382,28.977883,Basilica Cisterns of Istanbul,A marvel of Byzantine engineering under the streets of Istanbul.
https://www.atlasobscura.com/places/pamukkale-water-terraces,37.773527,29.08649,Pamukkale Water Terraces,Roman ruins top white travertine terraces formed by ancient hot springs.
https://www.atlasobscura.com/places/lycian-rock-tombs,36.618561,29.116751,Lycian Rock Tombs,These tombs were built into the side of a mountain so that ancient angels could reach the dead.
https://www.atlasobscura.com/places/ottoman-bird-palaces,41.024593,29.015021,Ottoman Bird Palaces,The ornate miniature mansions were built for Istanbul's feathered residents.
https://www.atlasobscura.com/places/myra-necropolis,36.259061,29.985175,Myra Necropolis,"A Lycian city of the dead carved into the hillside of Southern Turkey, complete with startlingly human touches."
https://www.atlasobscura.com/places/tombili,40.989004,29.041673,Tombili,"A meow-velous tribute to a beloved street cat, made famous on the internet."
https://www.atlasobscura.com/places/viking-runes-at-hagia-sophia,41.008583,28.980175,Viking Runes at Hagia Sophia,A small etching on the white marble parapet was written in runic script by a Viking mercenary.
https://www.atlasobscura.com/places/gobekli-tepe,37.223166,38.922412,Gobekli Tepe,This hunter-gatherer architecture is believed to be the oldest religious complex known.
https://www.atlasobscura.com/places/tombs-of-the-sultans,41.008566,28.980169,Tombs of the Sultans,"Five sultans and their families rest in eternal splendor, teeming with overlooked beauty and drama."
https://www.atlasobscura.com/places/troy,39.95748,26.238895,Troy,This famous city eluded concrete detection until the early 2000's.
https://www.atlasobscura.com/places/kekova-island-sunken-ruins,36.181343,29.878628,Kekova Island Sunken Ruins,Hidden just under the waters around this Turkish island are the ruins of a once great city.
https://www.atlasobscura.com/places/obelisk-of-theodosius,41.005887,28.975423,Obelisk of Theodosius,This remarkably well-preserved Egyptian plinth is pretty well traveled for a giant piece of stone.
https://www.atlasobscura.com/places/plutos-gate,37.924032,29.125181,Pluto's Gate,A deadly ancient portal to the underworld.
https://www.atlasobscura.com/places/hagia-sophia-wishing-column,41.00836,28.979376,Hagia Sophia Wishing Column,"Legend says if you stick your thumb in the hole and it gets wet, your wish will be granted."
https://www.atlasobscura.com/places/camondo-stairs,41.023959,28.973743,Camondo Stairs,"A gorgeous, Gaudí-esque stairway constructed in the city of Istanbul by a prominent Jewish family."
https://www.atlasobscura.com/places/minyat-r-s-nautical-instruments,41.010822,28.968451,Minyatür’s Nautical Instruments,Turkish adventurer antiques in the heart of the Grand Bazaar.
https://www.atlasobscura.com/places/ani-ghost-city,40.5075,43.572778,Ani Ghost City,"An abused and forgotten metropolis, abandoned for centuries."
https://www.atlasobscura.com/places/nakilbent-cistern,41.004113,28.975099,Nakilbent Cistern,A sixth-century Byzantine cistern hidden below a modern carpet store.
https://www.atlasobscura.com/places/kayakoy-turkey,36.573427,29.088501,Abandoned Village of Kayakoy,A Turkish ghost town abandoned in a population exchange with Greece.
https://www.atlasobscura.com/places/derinkuyu-underground-city,38.373274,34.734746,Derinkuyu Underground City,"The deepest underground city in Turkey was designed to protect 20,000 people behind massive stone doors."
https://www.atlasobscura.com/places/termessos,36.982517,30.464622,Termessos,"Once described as the ""Eagle's Nest,"" this ruined ancient city rests on a remote mountaintop."
https://www.atlasobscura.com/places/piri-reis-map-at-topkapi-palace,41.011495,28.983334,Piri Reis Map at Topkapi Palace,"1513 Turkish world map, full of European state secrets and snarky commentary."
https://www.atlasobscura.com/places/flora-han,41.014429,28.974718,Vlora Hanı,An Art Nouveau gem hides beneath the layers of city grime obscuring this once-magnificent building.
https://www.atlasobscura.com/places/pudding-shop-lale-restaurant,41.008103,28.977192,Pudding Shop (Lale Restaurant),"This crucial gathering spot along the ""hippie trail"" still displays old notes between traveling beatniks and backpackers."
https://www.atlasobscura.com/places/taskale-village,37.140046,33.606235,City of Manazan,Naturally protected city carved from a rock face.
https://www.atlasobscura.com/places/yanartas,36.431408,30.456133,Yanartaş,"Flames have been burning within this mountain for more than 2,500 years."
https://www.atlasobscura.com/places/cave-of-zeus,37.711251,27.215785,Cave of Zeus,This Turkish cave boasts some rather bizarre associations with the King of Mount Olympus.
https://www.atlasobscura.com/places/panorama-1453-museum,41.017994,28.920393,Panorama 1453 Museum,Step back in time and witness the fall of Constantinople.
https://www.atlasobscura.com/places/gamirasu-cave-hotel,38.547294,34.869314,Gamirasu Cave Hotel,"Live a night as a Byzantine King, with a minibar and private jacuzzi."
https://www.atlasobscura.com/places/st-stephen-bulgarian-iron-church,41.031944,28.949722,St. Stephen Bulgarian Iron Church,"The most metal church of all time was built in record time because of an international, pious pissing contest."
https://www.atlasobscura.com/places/tunel,41.02276,28.97369,Tünel,Climb a steep hill in 90 seconds on the second-oldest urban subway in the world.
