ao_link,lat,lon,itemLabel,description
https://www.atlasobscura.com/places/gardens-by-the-bay,1.278728,103.864919,"
Gardens by the Bay
","
Singapore's landscaping project is home to 18 incredible Supertrees.
"
https://www.atlasobscura.com/places/haw-par-villa,1.284655,103.781907,"
Haw Par Villa
","
A Buddhist theme park brings you a Buddhist version of Hell.
"
https://www.atlasobscura.com/places/singapore-rooftop-pool,1.28225,103.8583,"
Singapore's Rooftop Pool
","
The largest pool at its elevation sits on top of one of the most expensive resorts in the world.
"
https://www.atlasobscura.com/places/hawker-chan-soya-sauce-chicken-rice-and-noodle,1.281943,103.844856,"
Hawker Chan Soya Sauce Chicken Rice & Noodle
","
This Singaporean food-court stall was home to the world's cheapest Michelin-starred meal.
"
https://www.atlasobscura.com/places/buddha-tooth-relic-temple-museum,1.281467,103.844333,"
Buddha Tooth Relic Temple & Museum
","
This $62 million dollar temple was erected to house one little dental fragment of religious history.
"
https://www.atlasobscura.com/places/changi-airport-slides,1.359642,103.989498,"
Changi Airport Slides
","
The busy transport hub is home to the tallest airport slide in the world.
"
https://www.atlasobscura.com/places/henderson-waves,1.276021,103.815394,"
Henderson Waves 
","
The highest pedestrian bridge in Singapore looks like a series of undulating waves rising between two public parks.
"
https://www.atlasobscura.com/places/the-live-turtle-and-tortoise-museum-singapore,1.336189,103.73096,"
The Live Turtle and Tortoise Museum
","
Terrapins of all colors and shapes are quick to bring fascination (and possibly long life) at this museum.
"
https://www.atlasobscura.com/places/house-of-tan-teng-niah,1.307003,103.850796,"
House of Tan Teng Niah
","
This house is one of the most colorful in the country, and is the last remaining example of a historic villa.
"
https://www.atlasobscura.com/places/worlds-first-salmon-atm,1.322767,103.851969,"
World's First Salmon ATM
","
Frozen in Norway, vended in Singapore.
"
https://www.atlasobscura.com/places/sungei-buloh-wetland-reserve,1.446721,103.730055,"
Sungei Buloh Wetland Reserve
","
This rare wildlife haven in Singapore feels like you're in the tropical rainforest.
"
https://www.atlasobscura.com/places/katong-antique-house,1.307258,103.907141,"
Katong Antique House
","
This jam-packed Singapore antique museum preserves the fading remnants of a uniquely mixed culture.
"
https://www.atlasobscura.com/places/merlion,1.286789,103.854501,"
Merlion
","
This statue once earned the distinction as one of the ""Three Major Disappointments of the World.""
"
https://www.atlasobscura.com/places/chijmes,1.295327,103.851464,"
CHIJMES
","
A historical convent known for taking in bad luck babies left on its doorstep is now an upscale shopping center.
"
https://www.atlasobscura.com/places/st-joseph-s-church,1.298356,103.85315,"
St. Joseph's Church
","
The first Catholic church in Singapore is a Neo-Gothic colossus with a rich architectural history.
"
https://www.atlasobscura.com/places/bukit-brown-cemetery,1.336106,103.822942,"
Bukit Brown Cemetery
","
One of the largest Chinese cemeteries outside of China spent years overgrown and forgotten.
"
https://www.atlasobscura.com/places/kampong-lorong-buangkok,1.383404,103.878158,"
Kampong Lorong Buangkok
","
Singapore's last surviving traditional village is hidden among giant skyscrapers and modern infrastructure.
"
https://www.atlasobscura.com/places/krishnas-kitchen-singapore,1.307469,103.853409,"
Krishna's Kitchen
","
Little India's hidden gem of kindness and good food.
"
https://www.atlasobscura.com/places/german-girl-shrine,1.412592,103.957908,"
German Girl Shrine
","
A Singapore shrine to an unnamed German girl who has become a local deity.
"
