,itemLabel,lat,lon,address,url,thingLabel,description,fetched_coordinates,tier,color
0,Tourist Information Office Hauptbahnhof ,51.22102,6.79227,Immermannstraße 65b ,http://www.duesseldorf-tourismus.de/en/tourist-information-offices/ ,Understand,,"(51.22102, 6.79227)",wikivoyage,red
1,Tourist Information Office Altstadt ,51.22524,6.77223,Marktstraße/Rheinstraße ,http://www.duesseldorf-tourismus.de/en/tourist-information-offices/ ,Understand,,"(51.22524, 6.77223)",wikivoyage,red
0,--,51.2254018,6.7763137,,,Understand,,"(51.2254018, 6.7763137)",wikivoyage,red
0,Tourist Information Office Hauptbahnhof ,51.22102,6.79227,Immermannstraße 65b ,http://www.duesseldorf-tourismus.de/en/tourist-information-offices/ ,Understand_Tourist information,,"(51.22102, 6.79227)",wikivoyage,red
1,Tourist Information Office Altstadt ,51.22524,6.77223,Marktstraße/Rheinstraße ,http://www.duesseldorf-tourismus.de/en/tourist-information-offices/ ,Understand_Tourist information,,"(51.22524, 6.77223)",wikivoyage,red
0,--,51.2254018,6.7763137,,,Understand_Tourist information,,"(51.2254018, 6.7763137)",wikivoyage,red
0,--,51.2254018,6.7763137,,,Get in,,"(51.2254018, 6.7763137)",wikivoyage,red
1,Düsseldorf Flughafen,0.0,0.0,,,Get in,,"(0, 0)",wikivoyage,red
0,Intercity bus station ,51.2229972,6.7953809, , ,Get in,,"(51.2229972, 6.7953809)",wikivoyage,red
0,--,51.2254018,6.7763137,,,Get in_By plane,,"(51.2254018, 6.7763137)",wikivoyage,red
1,Düsseldorf Flughafen,0.0,0.0,,,Get in_By plane,,"(0, 0)",wikivoyage,red
0,--,51.2254018,6.7763137,,,Get in_By plane_Düsseldorf Airport,,"(51.2254018, 6.7763137)",wikivoyage,red
1,Düsseldorf Flughafen,0.0,0.0,,,Get in_By plane_Düsseldorf Airport,,"(0, 0)",wikivoyage,red
0,Intercity bus station ,51.2229972,6.7953809, , ,Get in_By bus,,"(51.2229972, 6.7953809)",wikivoyage,red
0,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
1,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
2,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
3,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
0,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
1,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
2,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
3,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
4,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
5,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
6,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
7,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
8,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
9,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
10,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
11,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
12,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
13,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
14,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
15,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
16,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
17,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
18,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
19,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
20,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
21,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
22,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
0,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
1,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
2,--,51.2254018,6.7763137,,,Get around,,"(51.2254018, 6.7763137)",wikivoyage,red
0,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
1,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
2,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
3,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
0,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
1,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
2,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
3,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
4,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
5,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
6,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
7,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
8,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
9,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
10,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
11,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
12,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
13,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
14,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
15,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
16,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
17,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
18,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
19,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
20,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
21,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
22,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
0,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
1,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
2,--,51.2254018,6.7763137,,,Get around_By local transportation,,"(51.2254018, 6.7763137)",wikivoyage,red
0,Theatermuseum ,51.23005,6.78131,"Hofgärtnerhaus, Jägerhofstraße 1 ", ,See,,"(51.23005, 6.78131)",wikivoyage,red
0,Burgplatz ,51.22704,6.77139, , ,See,"At the old town limits next to Rhine. Here was the erstwhile castle of the Earls of Berg, the later duke of Jülich-Kleve-Berg. The castle was later reconstructed as a baroque palace, which burned down in 1872. In 1888 the ruins were removed completely, and only a tower was left. Today the tower houses an inland navigation museum. The coffee-shop in the towers top offers a grand view onto the Rhine and the ships passing by. The square won an award as one of the nicest squares in Germany after World War II.","(51.22704, 6.77139)",wikivoyage,red
1,Schifffahrtmuseum Düsseldorf ,51.22738,6.77107,Burgplatz 30 , ,See,The shipping museum in the old castle tower.,"(51.22738, 6.77107)",wikivoyage,red
0,Pegeluhr ,51.22551,6.77001, , ,See,This clock also shows the current water level in the river.,"(51.22551, 6.77001)",wikivoyage,red
0,St. Lambertus Basilika ,51.22823,6.7717, , ,See,"Built with bricks in the style of the Lower Rhine Gothic, it is a landmark of Düsseldorf. The church-hall was the last residence of St. Apollinaris, the city’s patron. A particular characteristic is the winding tower. Although there are legends saying they used wet arbors for reconstruction after a fire in 1815, locals know better. They say that about 100 years ago, a bride dressed in a snow-white wedding dress came to the altar pretending to be a virgin. Being ashamed, the tower turned aside. They also say that it will straighten again if a real virgin appears at the altar. As you can clearly see, the tower is still twisted. But the fact is, the citizens love their twisted tower. After the war, it was reconstructed as twisted as it was before.","(51.22823, 6.7717)",wikivoyage,red
0,Stiftsplatz ,51.22802,6.77164, , ,See,"The square breathes a contemplative tranquility, only 100 meters beside the noisy old town. Follow Lambertus-Street forwards. Near the intersection with “Liefergasse”, you see a marvellous house front on your left. There are many fine fronts in Düsseldorf, but this one is among the prettiest.","(51.22802, 6.77164)",wikivoyage,red
0,Neanderkirche ,51.22675,6.77451, , ,See,"The population of the Rhinelands is mainly Catholic, and Protestants and members of the Reformed Church had to suffer many restrictions. Finally, the Contract of Rheinberg 1682 granted everybody the free practice of religion. This led to the construction of the Reformed church-house at Bolkerstraße in 1683 in a style of the early baroque with a simplified façade. Although the Protestants and members of the reformed church had the right to their own churches, they were not well-liked. So the new church had to be built in a way that was not visible from the street, meaning in the yard of already existing buildings. But today you have an unlimited view onto the church from Bolkerstraße because the building that used to block the view was the only one not rebuilt after the war. In 1916, the church got the name Neander-Church.","(51.22675, 6.77451)",wikivoyage,red
0,Nördliche Düssel ,51.22753,6.77204, , ,See,"On the right hand of the monument is a little river, named the northern Düssel. It gave the city its name (Düsseldorf means village at Düssel). The balustrade is an artwork of Bert Gerreshein too. It is also full of symbols.","(51.22753, 6.77204)",wikivoyage,red
1,Birthplace of Heinrich Heine ,51.22653,6.77601,Bolkerstraße 56 , ,See,Heine (1797-1856) was a poet and author and perhaps the most famed Düsseldorfer in German history,"(51.22653, 6.77601)",wikivoyage,red
