,itemLabel,lat,lon,address,url,thingLabel,description,fetched_coordinates,tier,color
0,--,49.453872,11.077298,,,Understand,,"(49.453872, 11.077298)",wikivoyage,red
0,--,49.453872,11.077298,,,Understand_Tourist information,,"(49.453872, 11.077298)",wikivoyage,red
0,Nuremberg Main Station ,49.446389,11.081944, ,http://www.stationsdatenbank.bayern-takt.de/ ,Get in,"Nuremberg has excellent rail connections to almost everywhere, with ICE service to Munich (roughly one hour), Leipzig (just over 2 hours), Würzburg, Frankfurt (just over 2 hours) and all major towns along those routes. Berlin is usually 3 hr 30 min, but nowadays less than 3 hours on the fastest trains. One poor connection is Prague, 5 hours by train with a change at Schwandorf, so instead take the bus which takes 3 hr 30 min, runs more frequently, and is usually cheaper. This bus is run by Deutsche Bahn so it appears in their timetables and can be booked just the same as their trains. An Austrian Nightjet sleeper runs two nights a week, north via Cologne to Brussels, and south either to Vienna or to Munich and Innsbruck - the train divides here. <br /><br /> Nuremberg is at the heart of a very extensive ''Verkehrsverbund'' or [http://www.vgn.de VGN] - an integrated transport network stretching all the way to [[Bayreuth]] and [[Bamberg]]. Tickets are valid and allow transfers on virtually every bus, tram, U-Bahn, S-Bahn and regional train - but not on IC or ICE long-distance trains. Using discount fares such as day tickets, ""Sparpreis"" and group tickets, regional travel here is a real bargain. Single short trips in and around the city are somewhat more expensive, but see ""Get around"" for deals.<br /><br />Munich isn't part of the VGN but regional trains to and from Nuremberg are quick and not expensive. IC and ICE trains are expensive for a last-minute ticket, but if you can book in advance and avoid peak hours they cost no more than regional trains on this route.","(49.446389, 11.081944)",wikivoyage,red
1,Nürnberg Nordostbahnhof ,49.4738,11.1056, ,https://www.bahnhof.de/bahnhof-de/N%C3%BCrnberg_Nordost-1022754 ,Get in,"This station is connected by rail to Hauptbahnhof but has no passenger service to it, though the {{rint","(49.4738, 11.1056)",wikivoyage,red
0,--,49.453872,11.077298,,,Get in,,"(49.453872, 11.077298)",wikivoyage,red
1,--,49.453872,11.077298,,,Get in,,"(49.453872, 11.077298)",wikivoyage,red
2,--,49.453872,11.077298,,,Get in,,"(49.453872, 11.077298)",wikivoyage,red
0,--,49.453872,11.077298,,,Get in,,"(49.453872, 11.077298)",wikivoyage,red
1,--,49.453872,11.077298,,,Get in,,"(49.453872, 11.077298)",wikivoyage,red
2,--,49.453872,11.077298,,,Get in,,"(49.453872, 11.077298)",wikivoyage,red
3,--,49.453872,11.077298,,,Get in,,"(49.453872, 11.077298)",wikivoyage,red
0,Nuremberg Main Station ,49.446389,11.081944, ,http://www.stationsdatenbank.bayern-takt.de/ ,Get in_By train,"Nuremberg has excellent rail connections to almost everywhere, with ICE service to Munich (roughly one hour), Leipzig (just over 2 hours), Würzburg, Frankfurt (just over 2 hours) and all major towns along those routes. Berlin is usually 3 hr 30 min, but nowadays less than 3 hours on the fastest trains. One poor connection is Prague, 5 hours by train with a change at Schwandorf, so instead take the bus which takes 3 hr 30 min, runs more frequently, and is usually cheaper. This bus is run by Deutsche Bahn so it appears in their timetables and can be booked just the same as their trains. An Austrian Nightjet sleeper runs two nights a week, north via Cologne to Brussels, and south either to Vienna or to Munich and Innsbruck - the train divides here. <br /><br /> Nuremberg is at the heart of a very extensive ''Verkehrsverbund'' or [http://www.vgn.de VGN] - an integrated transport network stretching all the way to [[Bayreuth]] and [[Bamberg]]. Tickets are valid and allow transfers on virtually every bus, tram, U-Bahn, S-Bahn and regional train - but not on IC or ICE long-distance trains. Using discount fares such as day tickets, ""Sparpreis"" and group tickets, regional travel here is a real bargain. Single short trips in and around the city are somewhat more expensive, but see ""Get around"" for deals.<br /><br />Munich isn't part of the VGN but regional trains to and from Nuremberg are quick and not expensive. IC and ICE trains are expensive for a last-minute ticket, but if you can book in advance and avoid peak hours they cost no more than regional trains on this route.","(49.446389, 11.081944)",wikivoyage,red
1,Nürnberg Nordostbahnhof ,49.4738,11.1056, ,https://www.bahnhof.de/bahnhof-de/N%C3%BCrnberg_Nordost-1022754 ,Get in_By train,"This station is connected by rail to Hauptbahnhof but has no passenger service to it, though the {{rint","(49.4738, 11.1056)",wikivoyage,red
0,--,49.453872,11.077298,,,Get in_By car,,"(49.453872, 11.077298)",wikivoyage,red
1,--,49.453872,11.077298,,,Get in_By car,,"(49.453872, 11.077298)",wikivoyage,red
2,--,49.453872,11.077298,,,Get in_By car,,"(49.453872, 11.077298)",wikivoyage,red
0,--,49.453872,11.077298,,,Get in_By car,,"(49.453872, 11.077298)",wikivoyage,red
1,--,49.453872,11.077298,,,Get in_By car,,"(49.453872, 11.077298)",wikivoyage,red
2,--,49.453872,11.077298,,,Get in_By car,,"(49.453872, 11.077298)",wikivoyage,red
3,--,49.453872,11.077298,,,Get in_By car,,"(49.453872, 11.077298)",wikivoyage,red
0,Nuremberg Castle ,49.4579,11.0759, ,http://www.kaiserburg-nuernberg.de/englisch/castle/index.htm ,See,"The Nuremberg Castle is the rambling fortification that dominates the old town from the higher ground at its north-west corner. It’s actually three separate entities, with interior walls and gates built not against invaders but each other.","(49.4579, 11.0759)",wikivoyage,red
1,Albrecht Dürer's House ,49.4572,11.0739,Albrecht-Dürer-Straße 39 ,http://www.museums.nuremberg.de/duerer-house/index.html ,See,The house in which the painter Albrecht Dürer lived and worked from 1509 until 1528. Representative of a wealthy house of that period. Exhibition about life in the house and the way Dürer worked.,"(49.4572, 11.0739)",wikivoyage,red
2,Toy Museum ,49.45475,11.07407,Karlstraße 13-15 ,http://www.museums.nuremberg.de/toy-museum/index.html ,See,"Nuremberg was one of the centres of the German toy industry. The exhibition shows wooden and metal toys, dolls and doll houses, model railways and modern toys.","(49.45475, 11.07407)",wikivoyage,red
3,Fembohaus Citymuseum ,49.45656,11.07706,Burgstraße 15 ,http://www.museums.nuremberg.de/fembohaus/index.html ,See,"A merchant's house built about 1600, in late Renaissance style. Exhibition about the history of the city.","(49.45656, 11.07706)",wikivoyage,red
4,Museum Tucherschloss and Hirsvogelsaal ,49.4575,11.0843,Hirschelgasse 9-11 ,https://museen.nuernberg.de/tucherschloss/ ,See,"The Tuchers and the Hirsvogels were wealthy trading families. This castle built between 1533 and 1544 shows their life in that era, with several original features.","(49.4575, 11.0843)",wikivoyage,red
